hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ00_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ00_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state_t,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,moved_to_nlf_unemp,switched_class94,same_state_t1,analytic_sample
140391289600904,6,1.0,1,4,2,8400,84001,1,1,21,36,13780,0,,1.0,,3,4,19,,1,40,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,720.0,288.0,2.0,2.0,1.0,2.0,2.0,14759.9422,3680.6532,,,0.0,0.0,0,0,40294,3,,,1.0,,,,3596.627,770.0,6730.0,-1,,,,,1.0,1.0,214325.0,2008,581,578,,,,,,12.0,19.0,4.0,2008,1.0,1,8,2,8400,84001,1,36,13780,0,,1.0,,3,4,20,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,800.0,320.0,2.0,2.0,2.0,,,18536.0735,4610.6535,,,0.0,0.0,0,0,50791,3,,,3.0,,,,4577.5486,8590.0,4250.0,-1,,,,,1.0,1.0,215266.0,2009,593,578,,,,,,14.0,14.0,44.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
430606960478393,6,1.0,1,4,2,8400,84001,1,1,21,36,28740,111,,1.0,,2,1,43,2.0,2,46,1,,1,1,1,1,2,57,57,301,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,11677.8647,2940.0925,0.0,0.0,0.0,,0,0,60973,1,,,,,,,2919.9626,9470.0,2100.0,-1,,,,,,,214372.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,7.0,51.0,2008,1.0,1,8,2,8400,84001,1,36,28740,111,,1.0,,2,1,44,2.0,2,46,1,,1,1,1,2,57,57,301,1,0,0,2.0,1.0,,40.0,,52.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,,,,12412.0472,3133.619,0.0,0.0,0.0,,0,0,50999,1,,,,,,,3064.4291,7270.0,2100.0,-1,,,,,,,215315.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,7.0,36.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,1,1,retention
430609918412090,6,1.0,1,4,2,8400,84001,1,1,21,36,13780,0,,1.0,,3,3,53,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1112.0,556.0,1.0,,,,,11315.6158,2935.3453,4.0,1.0,0.0,0.0,0,0,40293,2,1.0,,,,,,2902.8296,7860.0,4220.0,-1,,,,,,,214379.0,2008,581,578,0.0,0.0,0.0,1.0,0.0,12.0,14.0,40.0,2008,1.0,1,8,2,8400,84001,1,36,13780,0,,1.0,,3,3,54,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1300.0,520.0,1.0,,,,,10827.2088,2795.3398,0.0,0.0,0.0,0.0,0,0,42331,2,1.0,,,,,,2741.1099,7860.0,4250.0,-1,,,,,,,215322.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,12.0,14.0,40.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,1,0,0,0,0,0,1,retention
430609953534099,6,1.0,4,4,2,8400,84001,1,1,21,36,46540,0,,1.0,,3,1,26,,2,37,1,,1,1,1,7,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,12.0,3.0,11.0,2.0,0.0,2,,,,,,,,,,,14286.1457,3365.1509,8.0,3.0,,,0,0,56761,1,,,,,,,3662.8757,6180.0,5520.0,-1,,,,,,,214381.0,2008,581,578,0.0,1.0,1.0,0.0,1.0,11.0,17.0,23.0,2008,1.0,4,8,2,8400,84001,1,36,46540,0,,1.0,,3,1,27,,2,39,1,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1200.0,400.0,2.0,2.0,,,,14085.7461,3583.9902,8.0,3.0,0.0,0.0,0,0,1889,1,1.0,,,,,,3538.0228,6880.0,5330.0,-1,,,,,,,215324.0,2009,593,578,0.0,1.0,1.0,0.0,1.0,12.0,17.0,32.0,2009,MIS4_to_MIS8,new_york,0,2008-2009,0,1,0,1,0,1,1,retention
48499939200906,6,2.0,6,4,2,8400,84001,1,1,23,42,21500,49,1.0,1.0,,3,2,51,,1,37,1,,1,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,45.0,,43.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1860.0,837.0,1.0,,,,,11062.5492,2920.0177,,,1.0,1.0,0,42,13462,1,,,,,,,2837.9096,770.0,6320.0,-1,2.0,,,,,,217817.0,2008,581,578,,,,,,11.0,19.0,4.0,2008,2.0,6,8,2,8400,84001,1,42,21500,49,1.0,1.0,,3,2,52,,1,37,1,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1900.0,760.0,2.0,2.0,,,,11547.5183,2953.258,,,1.0,1.0,0,0,69316,1,,,,,,,2923.4697,770.0,6260.0,-1,2.0,,,,,,218802.0,2009,593,578,,,,,,11.0,19.0,4.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
289650059270944,6,2.0,1,4,2,8400,84001,1,1,23,42,38300,3,1.0,1.0,,5,1,39,2.0,1,39,2,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,480.0,2.0,2.0,,,,21358.2524,5651.0141,0.0,0.0,1.0,,23,42,41016,1,1.0,,,,,,5521.4379,8570.0,9130.0,-1,,,,,,,217845.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,12.0,22.0,44.0,2008,1.0,1,8,2,8400,84001,1,42,38300,3,1.0,1.0,,5,1,40,2.0,1,39,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1100.0,440.0,2.0,2.0,,,,15722.5985,3741.8206,0.0,0.0,1.0,1.0,0,42,31461,1,2.0,8.0,,,,,3754.8862,4970.0,4230.0,-1,,,,,,,218834.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,12.0,14.0,22.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
424613044909490,6,1.0,7,4,2,8400,84001,1,1,23,42,38300,3,1.0,1.0,,5,2,57,,2,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,20.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,11857.5356,2997.8765,,,0.0,,0,0,65350,1,,,,,,2.0,2918.352,7860.0,2430.0,-1,,,,,,,217862.0,2008,581,578,,,,,,18.0,8.0,40.0,2008,1.0,7,8,2,8400,84001,1,42,38300,3,1.0,1.0,,5,2,26,,2,45,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,31.0,,,4.0,,,4.0,4.0,0.0,1,2.0,2.0,2.0,,961.53,2.0,2.0,,,,12612.4443,3178.9292,,,0.0,,0,0,62714,1,,,,,,,3167.9625,8090.0,3160.0,3160,,,,,,,218855.0,2009,593,578,,,,,,18.0,10.0,42.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
440209916792123,6,2.0,1,4,2,8400,84001,1,1,23,42,37980,101,1.0,1.0,,7,1,55,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,38.0,,43.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1450.0,1.0,,,,,11441.9145,2866.3357,0.0,0.0,0.0,,0,42,4957,1,,,,1.0,1.0,,2815.7622,7860.0,2310.0,-1,,,,,,,217869.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,2.0,1,8,2,8400,84001,1,42,37980,101,1.0,1.0,,7,1,56,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,4000.0,1442.0,1.0,,,,,12055.6905,2983.6881,0.0,0.0,1.0,1.0,0,0,2902,1,,,,1.0,1.0,,2952.1807,7860.0,2310.0,-1,,,,,,,218863.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
440209916792123,6,2.0,1,4,2,8400,84001,1,1,23,42,37980,101,1.0,1.0,,7,3,50,1.0,2,44,10,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,2150.0,1350.0,1.0,,,,,12071.4941,3090.0473,0.0,0.0,0.0,1.0,0,0,4957,2,,,,,,2.0,2983.1629,7860.0,3130.0,-1,,,,,,,217870.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,10.0,40.0,2008,2.0,1,8,2,8400,84001,1,42,37980,101,1.0,1.0,,7,3,51,1.0,2,44,10,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1329.0,531.6,1.0,,,,,11545.7511,2843.7434,0.0,0.0,1.0,1.0,0,0,2902,2,,,,,,2.0,2818.8578,7860.0,3130.0,-1,,,,,,,218864.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,10.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
440209940164394,6,2.0,1,4,2,8400,84001,1,1,23,42,38300,3,1.0,1.0,,5,3,45,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,2.0,4.0,30.0,,,,,,,,10.0,3.0,0.0,1,2.0,,1.0,778.0,233.4,2.0,2.0,,,,12093.1404,3036.0955,3.0,1.0,0.0,0.0,0,0,49487,2,1.0,,,,,,2988.5123,7860.0,4020.0,-1,,,,,,,217878.0,2008,581,578,0.0,0.0,1.0,0.0,0.0,12.0,13.0,40.0,2008,2.0,1,8,2,8400,84001,1,42,38300,3,1.0,1.0,,5,3,46,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,18.0,,,7.0,4.0,0.0,1,2.0,,1.0,1164.0,232.8,1.0,,,,,11163.606,2713.7557,3.0,1.0,0.0,0.0,0,0,43112,2,1.0,,,,,,2725.5583,7860.0,4120.0,-1,,,,,,,218871.0,2009,593,578,0.0,0.0,1.0,0.0,0.0,12.0,13.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
440209997277992,6,2.0,1,4,2,8400,84001,1,1,23,42,10900,0,1.0,1.0,,4,3,35,1.0,1,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,47.0,,,,,,2.0,3.0,0.0,1,1.0,2.0,2.0,,1153.84,1.0,,,,,12549.1185,3155.4789,3.0,2.0,0.0,,0,0,41160,2,,,,2.0,,,3090.8078,9470.0,3850.0,-1,,,,,,,217883.0,2008,581,578,0.0,0.0,1.0,0.0,0.0,16.0,12.0,51.0,2008,2.0,1,8,2,8400,84001,1,42,10900,0,1.0,1.0,,4,3,36,1.0,1,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,52.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,2200.0,1250.0,1.0,,,,,11865.5654,2953.4608,3.0,2.0,0.0,1.0,0,0,65505,2,,,,2.0,,,2948.2456,9470.0,3850.0,-1,,,,,,,218877.0,2009,593,578,0.0,0.0,1.0,0.0,0.0,16.0,12.0,51.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
497974907092229,6,1.0,1,4,2,8400,84001,1,1,23,42,10900,0,1.0,1.0,,4,1,39,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1346.15,2.0,1.0,,,,11848.0382,3045.147,0.0,0.0,0.0,,0,0,1935,1,,,,,,3.0,2962.5132,7860.0,230.0,-1,,,,,,,217902.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,1.0,40.0,2008,1.0,1,8,2,8400,84001,1,42,10900,0,1.0,1.0,,4,1,40,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,45.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1365.38,2.0,2.0,,,,10877.6239,2720.3918,0.0,0.0,0.0,,0,0,58229,1,,,,,,3.0,2685.593,7860.0,230.0,-1,,,,,,,218895.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,1.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
549492499200734,6,1.0,1,4,2,8400,84001,1,1,23,42,37980,101,1.0,1.0,,7,4,28,,1,40,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,36.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,958.0,600.0,1.0,,,,,13620.801,3528.3404,,,0.0,1.0,0,0,17436,3,,,2.0,,,,3460.2142,9570.0,3840.0,-1,,,,,1.0,1.0,217911.0,2008,581,578,,,,,,13.0,12.0,51.0,2008,1.0,1,8,2,8400,84001,1,42,37980,101,1.0,1.0,,7,4,29,,1,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,2.0,5.0,40.0,,,,,,,,5.0,3.0,0.0,1,2.0,1.0,1.0,1562.0,625.0,2.0,2.0,,,,13996.3991,3449.4755,,,0.0,0.0,0,0,16518,3,,,2.0,,,,3430.2142,9570.0,3840.0,-1,,,,,1.0,1.0,218903.0,2009,593,578,,,,,,13.0,12.0,51.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
724729094909297,6,1.0,4,4,2,8400,84001,1,1,23,42,10900,0,1.0,1.0,,4,1,56,,2,39,1,,1,1,1,7,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,12286.5748,2945.135,0.0,0.0,,,0,0,4942,1,1.0,,,,,,3097.4517,7860.0,2540.0,-1,,,,,,1.0,217920.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,12.0,8.0,40.0,2008,1.0,4,8,2,8400,84001,1,42,10900,0,1.0,1.0,,4,1,57,,2,39,1,,1,1,7,2,57,57,57,1,0,0,1.0,1.0,,-4.0,,3.0,,,15.0,,,6.0,3.0,0.0,1,2.0,,1.0,700.0,21.0,2.0,2.0,,,,11301.6109,2839.2714,0.0,0.0,0.0,0.0,0,0,31679,1,1.0,,,,,,2836.2549,7860.0,2540.0,-1,,,,,,1.0,218912.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,12.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
980323093444039,6,1.0,4,4,2,8400,84001,1,1,23,42,37980,101,1.0,1.0,,7,1,44,,2,41,2,,1,1,1,6,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2350.0,700.0,1.0,,,,,17258.9593,4505.2816,4.0,2.0,0.0,0.0,0,0,17435,1,,,3.0,,,,4395.2487,7860.0,5700.0,-1,3.0,2.0,,,,,217965.0,2008,581,578,0.0,0.0,0.0,1.0,0.0,14.0,17.0,40.0,2008,3.0,4,8,2,8400,84001,1,42,37980,101,1.0,1.0,,7,1,45,,2,40,2,,1,1,6,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2300.0,920.0,1.0,,,,,9399.05,2488.3057,4.0,1.0,1.0,1.0,0,0,62790,1,,,4.0,,,,2463.3145,7860.0,5700.0,-1,3.0,2.0,,,,,218962.0,2009,593,578,0.0,0.0,0.0,1.0,0.0,15.0,17.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
57714420952597,6,2.0,1,4,2,8400,84001,1,1,23,42,38300,3,2.0,1.0,,5,3,54,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,5.0,34.0,,,5.0,,,4.0,3.0,0.0,1,1.0,2.0,2.0,,1692.3,1.0,,,,,10409.0455,2747.522,4.0,1.0,0.0,,0,0,1828,2,,,,,,3.0,2670.2643,7860.0,2310.0,-1,,,,,,,218057.0,2008,581,578,0.0,0.0,0.0,1.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,42,38300,3,2.0,1.0,,5,3,55,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1730.76,1.0,,,,,10826.0041,2679.3504,4.0,1.0,0.0,,0,0,20091,2,,,,,,3.0,2651.0568,7860.0,2310.0,-1,,,,,,,219065.0,2009,593,578,0.0,0.0,0.0,1.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
143496089200945,6,1.0,1,4,2,8400,84001,1,1,23,42,38300,0,2.0,1.0,,5,1,42,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,3600.0,1440.0,1.0,,,,,12629.6501,3182.1854,4.0,1.0,0.0,0.0,0,0,29045,1,,,3.0,,,,3110.6425,9470.0,3820.0,-1,2.0,,,,,,218089.0,2008,581,578,0.0,0.0,0.0,1.0,0.0,14.0,12.0,51.0,2008,2.0,1,8,2,8400,84001,1,42,38300,0,2.0,1.0,,5,1,43,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,30.0,,,4.0,,,4.0,2.0,0.0,1,2.0,,1.0,3500.0,1400.0,1.0,,,,,10787.8408,2690.9234,4.0,1.0,0.0,0.0,0,0,6789,1,,,2.0,,,,2680.4626,9470.0,3820.0,-1,2.0,,,,,,219096.0,2009,593,578,0.0,0.0,0.0,1.0,0.0,13.0,12.0,51.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
147490499200793,6,1.0,1,4,2,8400,84001,1,1,23,42,37980,91,2.0,1.0,,7,3,28,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,951.92,1.0,,,,,12874.7384,3399.409,0.0,0.0,0.0,,0,0,13576,2,,,,,,2.0,3313.3699,7860.0,2320.0,-1,,,,,,,218093.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,42,37980,91,2.0,1.0,,7,3,29,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,5.0,24.0,,,5.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,1.0,,,,,12888.0103,3248.3848,0.0,0.0,0.0,,0,0,43261,2,,,,,,2.0,3237.1785,7860.0,2320.0,-1,,,,,,,219100.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
269910910630944,6,1.0,1,4,2,8400,84001,1,1,23,42,37980,91,2.0,1.0,,7,1,50,2.0,2,44,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,48.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1769.23,1.0,,,,,11780.1855,2998.0628,3.0,1.0,0.0,,0,0,29111,1,,,,,,3.0,2911.1734,7860.0,2330.0,-1,,,,,,,218133.0,2008,581,578,0.0,0.0,1.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,42,37980,91,2.0,1.0,,7,1,51,2.0,2,44,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,48.0,,,,,,2.0,5.0,0.0,1,2.0,2.0,2.0,,1826.92,1.0,,,,,10724.1779,2634.0045,3.0,1.0,0.0,,0,0,65499,1,,,,,,3.0,2618.2733,7860.0,2330.0,-1,,,,,,,219150.0,2009,593,578,0.0,0.0,1.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
289220100310944,6,1.0,1,4,2,8400,84001,1,1,23,42,37980,17,2.0,1.0,,7,3,40,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,,,,11560.3828,2961.5498,0.0,0.0,0.0,,0,0,49518,2,,,,,,3.0,2890.5871,7860.0,2310.0,-1,,,,,,,218158.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2008,1.0,1,8,2,8400,84001,1,42,37980,17,2.0,1.0,,7,3,41,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1153.84,1.0,,,,,10764.3153,2692.0544,0.0,0.0,0.0,,0,0,31518,2,,,,1.0,1.0,,2657.6181,7860.0,2310.0,-1,,,,,,,219172.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,18.0,8.0,40.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,1,0,1,1,retention
440209932475592,6,1.0,1,4,2,8400,84001,1,1,23,42,42540,0,2.0,1.0,,4,3,49,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,1044.0,417.6,1.0,,,,,9862.5405,2582.0331,0.0,0.0,1.0,1.0,0,0,29202,2,,,2.0,,,,2530.0677,9470.0,3800.0,-1,3.0,,,,,,218224.0,2008,581,578,0.0,0.0,0.0,0.0,0.0,13.0,12.0,51.0,2008,1.0,1,8,2,8400,84001,1,42,42540,0,2.0,1.0,,4,3,50,1.0,1,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,48.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,1900.0,1368.0,1.0,,,,,10967.9554,2805.0358,0.0,0.0,0.0,0.0,0,0,31741,2,,,2.0,,,,2776.7425,9470.0,3800.0,-1,3.0,,,,,,219233.0,2009,593,578,0.0,0.0,0.0,0.0,0.0,13.0,12.0,51.0,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,1,0,0,0,0,0,1,retention
440209985074494,6,1.0,4,4,2,8400,84001,1,1,23,42,38300,129,2.0,1.0,,5,4,16,,2,35,2,,2,1,3,7,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,4.0,5.0,12.0,2.0,0.0,2,,,,,,,,1.0,1.0,1.0,15862.9176,5026.5205,,,,,0,0,29198,2,,,,,,,5116.1575,7860.0,1010.0,-1,,,,,1.0,,218240.0,2008,581,578,,,,,,9.0,3.0,40.0,2008,1.0,4,8,2,8400,84001,1,42,38300,129,2.0,1.0,,5,4,17,,2,36,2,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,8.0,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,13156.1353,3196.2917,,,,,0,0,2945,2,,,,,,,3229.9666,,,-1,,,,,1.0,,219250.0,2009,593,578,,,,,,10.0,,,2009,MIS4_to_MIS8,pennsylvania,0,2008-2009,0,1,0,0,1,1,1,retention
