hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
763914170002434,9,1.0,4,4,2,401,4011,1,1,36,35620,81,1.0,1.0,1.0,7,1,38,,2,39,2,,1,1,1,7,2,57,300,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,480.0,1.0,,1.0,2.0,2.0,12239.0883,2882.8257,10,3,0.0,,0,0,48899,1,1.0,,,,,,2898.7268,7860.0,2540.0,-1,,,,,2.0,,326165.0,2015,668,665,0,0,1,1,0,12.0,8.0,40.0,2015,2.0,4,8,2,401,4011,1,36,35620,81,1.0,1.0,1.0,7,1,39,,2,40,2,,1,1,7,2,57,300,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,1300.0,300.0,1.0,,2.0,,,11180.6436,2812.6206,10,3,1.0,1.0,0,0,2289,1,,,2.0,,,,2799.5828,7860.0,2540.0,-1,,,,,2.0,,324686.0,2016,680,665,0,0,1,1,0,13.0,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
763914170002434,9,1.0,4,4,2,401,4011,1,1,36,35620,81,1.0,1.0,1.0,7,6,58,,2,44,2,,2,1,4,4,2,300,300,300,4,0,15,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,940.0,1.0,,,,,12451.981,2992.2562,0,0,1.0,,0,0,48899,2,,,,,,,3013.2623,7860.0,2300.0,-1,,,,,,,326169.0,2015,668,665,0,0,0,0,0,,8.0,40.0,2015,2.0,4,8,2,401,4011,1,36,35620,81,1.0,1.0,1.0,7,6,59,,2,44,2,,1,4,4,2,300,300,300,4,0,15,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,720.0,1.0,,,,,11214.4052,3163.9781,0,0,1.0,,0,0,2289,2,,,,,,,3080.7773,7860.0,2310.0,-1,,,,,,,324690.0,2016,680,665,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
805334595610400,9,1.0,4,4,2,401,4011,1,1,36,35620,47,1.0,1.0,1.0,7,1,35,,2,40,1,7.0,1,1,1,7,2,365,365,365,4,0,10,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,2500.0,1153.84,2.0,1.0,2.0,,,14793.8146,3565.4403,2,1,0.0,0.0,0,0,56025,1,,,4.0,,,,3633.9956,9470.0,3850.0,-1,,,,,,,326188.0,2015,668,665,0,1,0,0,1,15.0,12.0,51.0,2015,1.0,4,8,2,401,4011,1,36,35620,47,1.0,1.0,1.0,7,1,36,,2,40,1,7.0,1,1,7,2,365,365,365,4,0,10,1.0,1.0,,40.0,,52.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,213.0,250.0,1.0,,2.0,,,18563.7039,4491.4909,10,2,1.0,1.0,0,0,2078,1,,,3.0,,,,4424.5342,9470.0,3850.0,-1,,,,,,,324708.0,2016,680,665,0,0,1,1,0,14.0,12.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
863891140300620,9,2.0,1,4,2,401,4011,1,1,36,35620,81,1.0,1.0,1.0,7,1,42,2.0,1,41,1,,1,1,1,1,2,368,368,368,4,0,22,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1250.0,1.0,,2.0,,,15056.2136,3732.0246,0,0,0.0,,0,0,59970,1,,,3.0,,,,3741.5034,6080.0,6355.0,-1,,,,,4.0,1.0,326222.0,2015,668,665,0,0,0,0,0,14.0,19.0,23.0,2015,4.0,1,8,2,401,4011,1,36,35620,81,1.0,1.0,1.0,7,1,43,2.0,1,41,1,,1,1,1,2,368,368,368,4,0,22,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,1500.0,1050.0,1.0,,2.0,,,15899.5902,4072.5314,0,0,1.0,1.0,0,42,16614,1,,,3.0,,,,4057.8326,6290.0,6355.0,-1,,,,,4.0,1.0,324737.0,2016,680,665,0,0,0,0,0,14.0,19.0,23.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
30610358061431,9,2.0,3,4,2,401,4011,1,1,36,35620,87,2.0,1.0,,7,1,25,,1,40,2,,1,1,1,7,2,332,332,332,5,0,21,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,800.0,320.0,2.0,2.0,2.0,,,19223.5732,4934.3262,0,0,1.0,1.0,0,42,40660,1,,,3.0,,,,5065.4668,9480.0,5000.0,-1,,,,,,,326304.0,2015,668,665,0,0,0,0,0,14.0,17.0,51.0,2015,5.0,3,8,2,401,4011,1,36,35620,87,2.0,1.0,,7,1,26,,1,39,2,,1,1,7,2,332,332,332,5,0,21,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1500.0,390.0,1.0,,2.0,,,25455.2722,6253.746,0,0,1.0,1.0,0,0,58536,1,1.0,,,,,,6492.1285,2190.0,8965.0,-1,,,,,,,324836.0,2016,680,665,0,0,0,0,0,12.0,21.0,19.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
30610459798029,9,2.0,1,4,2,401,4011,1,1,36,10580,91,2.0,1.0,,4,3,64,1.0,2,39,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,35.0,6.0,27.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,,,,10833.0253,2799.1791,0,0,0.0,,0,0,59993,2,1.0,,,,,,2768.0376,9390.0,430.0,-1,,,,,,,326311.0,2015,668,665,0,0,0,0,0,12.0,1.0,51.0,2015,1.0,1,8,2,401,4011,1,36,10580,91,2.0,1.0,,4,3,65,1.0,2,39,1,,1,2,1,2,57,57,57,1,0,0,,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,692.0,1.0,,,,,11254.2024,2853.5468,0,0,1.0,,0,41,32576,2,1.0,,,,,,2796.7922,9390.0,430.0,-1,,,,,,,324844.0,2016,680,665,0,0,0,0,0,12.0,1.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
66066742302311,9,2.0,1,4,2,401,4011,1,1,36,45060,0,2.0,1.0,,4,3,56,1.0,1,44,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,4.0,,,,,,,,4.0,5.0,11.0,2.0,0.0,2,,,,,,,,,,,17171.6993,3191.2057,0,0,,,0,0,14579,2,,,,,,,3550.7241,7860.0,2320.0,-1,,,,,,,326367.0,2015,668,665,0,0,0,0,0,,8.0,40.0,2015,2.0,1,8,2,401,4011,1,36,45060,0,2.0,1.0,,4,3,57,1.0,1,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12451.8419,3027.6255,0,0,,,0,0,51456,2,,,,,,,3137.7985,,,-1,,,,,,,324901.0,2016,680,665,0,0,0,0,0,,,,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,0,retention
144763060170337,9,3.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,4,26,,1,43,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,807.69,1.0,,2.0,,,15903.3007,3990.7898,0,0,0.0,,0,0,42905,3,,,,,,,4029.1591,9470.0,650.0,-1,,,,,2.0,1.0,326428.0,2015,668,665,0,0,0,0,0,,2.0,51.0,2015,1.0,1,8,2,401,4011,1,36,35620,59,2.0,1.0,,7,4,27,,1,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,43.0,,49.0,,,,,,2.0,3.0,0.0,1,1.0,1.0,1.0,2200.0,865.38,1.0,,2.0,,,14662.5754,3725.877,0,0,0.0,0.0,0,0,21442,3,,,,,,,3683.0555,9470.0,3850.0,-1,,,,,2.0,1.0,324965.0,2016,680,665,0,0,0,0,0,,12.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
146943060145185,9,1.0,1,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,3,68,1.0,1,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,692.3,2.0,2.0,,,,12684.2031,3258.0212,12,3,0.0,,0,0,29344,2,,,2.0,,,,3242.5946,9570.0,9130.0,-1,,,,,,,326431.0,2015,668,665,1,1,0,1,1,13.0,22.0,51.0,2015,3.0,1,8,2,401,4011,1,36,35620,103,2.0,1.0,,7,3,68,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,2000.0,800.0,1.0,,,,,12894.5938,3531.0278,12,3,1.0,1.0,0,42,58543,2,1.0,,,,,,3455.8098,770.0,6220.0,-1,,,,,,,324968.0,2016,680,665,1,1,0,1,1,12.0,19.0,4.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
163575110203400,9,1.0,6,4,2,401,4011,1,1,36,40380,0,2.0,1.0,,5,2,45,,1,44,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,2.0,,,14290.2019,3492.5357,0,0,0.0,,0,0,2213,1,,,,,,,3508.0316,7860.0,230.0,-1,,,,,,,326462.0,2015,668,665,0,0,0,0,0,,1.0,40.0,2015,1.0,6,8,2,401,4011,1,36,40380,0,2.0,1.0,,5,2,46,,1,46,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2884.61,2.0,2.0,2.0,,,14104.5075,3522.4807,0,0,0.0,,0,0,32376,1,,,,,,,3463.0874,7860.0,230.0,-1,,,,,,,325003.0,2016,680,665,0,0,0,0,0,18.0,1.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
191393060091131,9,1.0,4,4,2,401,4011,1,1,36,10580,0,2.0,1.0,,4,1,37,,2,41,2,7.0,1,1,1,5,2,365,365,365,5,21,17,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,4600.0,769.23,1.0,,2.0,,,26721.9766,6302.4802,8,2,0.0,1.0,0,0,48902,1,,,3.0,,,,6328.879,9480.0,5250.0,-1,,,,,,,326474.0,2015,668,665,0,1,1,0,1,14.0,17.0,51.0,2015,2.0,4,8,2,401,4011,1,36,10580,0,2.0,1.0,,4,1,38,,2,43,2,7.0,1,1,5,2,329,329,329,5,41,19,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1480.0,1.0,,2.0,,,17966.0772,4572.0131,8,2,1.0,,0,0,2322,1,,,,,,,4498.6249,6990.0,540.0,-1,,,,,,,325018.0,2016,680,665,0,1,1,0,1,,2.0,33.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
191393060091131,9,1.0,4,4,2,401,4011,1,1,36,10580,0,2.0,1.0,,4,14,39,,1,42,2,,2,0,0,7,2,333,333,333,4,21,11,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1400.0,769.23,1.0,,2.0,,,21197.6337,5073.6003,8,2,0.0,1.0,0,0,48902,2,,,3.0,,,,5024.9876,9480.0,5000.0,-1,,,,,,,326478.0,2015,668,665,0,1,1,0,1,14.0,17.0,51.0,2015,2.0,4,8,2,401,4011,1,36,10580,0,2.0,1.0,,4,14,40,,1,43,2,,0,0,7,2,333,333,333,4,41,7,1.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1153.0,1.0,,2.0,,,13239.6104,3491.1782,8,2,1.0,,0,0,2322,2,,,,,,,3380.7125,6990.0,540.0,-1,,,,,,,325022.0,2016,680,665,0,1,1,0,1,,2.0,33.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
204076043300471,9,2.0,1,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,3,48,1.0,1,40,3,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,38.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,3750.0,1400.0,1.0,,2.0,,,16654.8401,4130.9838,3,2,0.0,0.0,0,0,5815,2,,,3.0,,,,4088.5151,570.0,5530.0,-1,,,,,,,326489.0,2015,668,665,0,0,1,0,0,14.0,17.0,24.0,2015,1.0,1,8,2,401,4011,1,36,35620,103,2.0,1.0,,7,3,49,1.0,1,40,3,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,4.0,33.0,,,4.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,3600.0,1384.61,1.0,,2.0,,,15005.5765,3665.7342,3,2,0.0,0.0,0,0,6360,2,,,3.0,,,,3684.3274,570.0,5530.0,-1,,,,,,,325028.0,2016,680,665,0,0,1,0,0,14.0,17.0,24.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
314400919097672,9,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,3,55,1.0,2,46,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,2403.84,1.0,,,,,14555.2054,3530.5274,0,0,0.0,,0,0,29047,2,,,,,,,3549.4502,7870.0,2200.0,-1,,,,,,,326582.0,2015,668,665,0,0,0,0,0,18.0,8.0,40.0,2015,1.0,1,8,2,401,4011,1,36,15380,0,2.0,1.0,,5,3,57,1.0,2,46,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,2307.69,1.0,,,,,12374.9465,3074.7707,0,0,0.0,,0,0,32269,2,,,,,,,3007.3307,7870.0,2200.0,-1,,,,,,,325112.0,2016,680,665,0,0,0,0,0,18.0,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
317160410034633,9,1.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,3,47,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,700.0,2.0,2.0,2.0,,,16070.373,3986.7289,10,2,1.0,,0,42,29168,2,,,,,,,3966.8356,7860.0,2540.0,-1,,,,,,,326584.0,2015,668,665,0,0,1,1,0,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,36,35620,59,2.0,1.0,,7,3,48,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,30.0,,30.0,,,22.0,,,7.0,3.0,0.0,1,2.0,,1.0,4518.0,1355.4,2.0,2.0,2.0,,,14608.5153,3743.3687,10,2,1.0,1.0,0,0,43590,2,,,,,,,3662.9593,7860.0,2540.0,-1,,,,,,,325116.0,2016,680,665,0,0,1,1,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
410103603313476,9,1.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,1,45,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,50.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,2211.0,1.0,,2.0,,,14981.7217,3661.5437,3,3,1.0,,0,42,65854,1,,,,,,,3677.7895,9470.0,3850.0,-1,,,,,,,326613.0,2015,668,665,0,0,1,0,0,,12.0,51.0,2015,1.0,1,8,2,401,4011,1,36,35620,59,2.0,1.0,,7,1,46,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,2.0,,,15665.1432,3912.2362,3,3,0.0,,0,0,43592,1,,,,,,,3846.2712,9470.0,3850.0,-1,,,,,,,325155.0,2016,680,665,0,0,1,0,0,,12.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
410103603313476,9,1.0,1,4,2,401,4011,1,1,36,35620,59,2.0,1.0,,7,3,36,1.0,2,44,1,,2,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,700.0,1.0,,2.0,,,13905.7198,3357.8094,3,3,1.0,,0,42,65854,2,,,,,,,3415.8415,7860.0,2310.0,-1,,,,,,,326614.0,2015,668,665,0,0,1,0,0,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,36,35620,59,2.0,1.0,,7,3,37,1.0,2,44,1,,1,2,1,2,57,119,119,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1923.07,1.0,,2.0,,,13738.4715,3330.0628,3,3,0.0,,0,0,43592,2,,,,,,,3274.4724,7860.0,2310.0,-1,,,,,,,325156.0,2016,680,665,0,0,1,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
509309894610207,9,1.0,1,4,2,401,4011,1,1,36,10580,91,2.0,1.0,,4,4,17,,1,37,5,,3,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,1.0,1.0,1.0,20769.7079,5091.9945,0,0,,,0,0,32479,3,,,,,,,5126.6191,8570.0,4600.0,-1,,,,,2.0,1.0,326646.0,2015,668,665,0,0,0,0,0,11.0,15.0,44.0,2015,1.0,1,8,2,401,4011,1,36,10580,91,2.0,1.0,,4,4,18,,1,39,5,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,21916.0869,5079.8642,0,0,,,0,0,64058,3,1.0,,,,,,5325.3507,,,-1,,,,,2.0,1.0,325192.0,2016,680,665,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,0,retention
672630216641003,9,1.0,1,4,2,401,4011,1,1,36,45060,0,2.0,1.0,,4,1,40,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2644.0,1057.6,1.0,,2.0,,,13523.291,3357.4744,4,1,1.0,1.0,0,0,65837,1,1.0,,,,,,3360.5686,7860.0,4210.0,-1,,,,,,,326739.0,2015,668,665,0,0,0,1,0,12.0,14.0,40.0,2015,1.0,1,8,2,401,4011,1,36,45060,0,2.0,1.0,,4,1,41,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,2400.0,960.0,1.0,,2.0,,,12464.5545,3214.062,4,1,0.0,0.0,0,0,43577,1,1.0,,,,,,3181.1559,7860.0,4250.0,-1,,,,,,,325277.0,2016,680,665,0,0,0,1,0,12.0,14.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
710107093249946,9,2.0,4,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,1,27,,2,44,1,,1,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,47.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,1300.0,519.23,2.0,2.0,2.0,,,14864.1605,3561.605,0,0,0.0,0.0,0,0,14450,1,,,,,,,3569.168,7860.0,2310.0,4110,,,,,2.0,,326775.0,2015,668,665,0,0,0,0,0,,8.0,40.0,2015,2.0,4,8,2,401,4011,1,36,15380,0,2.0,1.0,,5,1,27,,2,44,1,,1,1,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,56.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1900.0,760.0,2.0,2.0,1.0,2.0,2.0,12440.8795,3163.3095,0,0,0.0,0.0,0,0,35691,1,,,,,,,3138.0449,8270.0,5860.0,4040,,,,,2.0,,325312.0,2016,680,665,0,0,0,0,0,,17.0,42.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,1,retention
863970150402909,9,1.0,7,4,2,401,4011,1,1,36,10580,91,2.0,1.0,,4,2,33,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,6.0,28.0,,,6.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,1346.15,1.0,,2.0,,,13984.1932,3397.0551,0,0,0.0,,0,0,32478,1,,,,,,,3357.8711,9470.0,5940.0,-1,,,,,,,326802.0,2015,668,665,0,0,0,0,0,,17.0,51.0,2015,1.0,7,8,2,401,4011,1,36,10580,91,2.0,1.0,,4,2,35,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,650.0,2.0,2.0,2.0,,,12345.7877,2992.4907,0,0,1.0,,0,0,67064,1,,,,,,,2942.5356,9470.0,5940.0,-1,,,,,,,325346.0,2016,680,665,0,0,0,0,0,,17.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
902326311610695,9,1.0,6,4,2,401,4011,1,1,36,35620,103,2.0,1.0,,7,2,50,,1,39,1,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,923.07,1.0,,2.0,,,15150.4353,3738.2229,0,0,0.0,,0,0,48935,1,1.0,,,,,,3719.2061,6290.0,430.0,-1,,,,,,,326811.0,2015,668,665,0,0,0,0,0,12.0,1.0,23.0,2015,1.0,6,8,2,401,4011,1,36,35620,103,2.0,1.0,,7,2,51,,1,39,1,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,2500.0,2884.61,1.0,,2.0,,,13873.2384,3467.9394,0,0,1.0,1.0,0,0,61932,1,1.0,,,,,,3406.3038,9570.0,430.0,-1,,,,,,,325355.0,2016,680,665,0,0,0,0,0,12.0,1.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
926682001220309,9,1.0,1,4,2,401,4011,1,1,36,15380,0,2.0,1.0,,5,3,34,1.0,2,44,7,,2,1,2,1,2,57,57,301,1,0,0,2.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1500.0,1.0,,2.0,,,13079.8047,3100.1453,1,1,0.0,,0,0,29236,2,,,,,,,3140.7102,7860.0,2310.0,-1,,,,,,,326830.0,2015,668,665,1,0,0,0,1,,8.0,40.0,2015,1.0,1,8,2,401,4011,1,36,15380,0,2.0,1.0,,5,3,35,1.0,2,44,7,,1,2,1,2,57,57,301,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1523.8,1.0,,2.0,,,10834.5477,2623.1909,1,1,0.0,,0,0,2221,2,,,,,,,2582.3417,7860.0,2310.0,-1,,,,,,,325364.0,2016,680,665,1,0,0,0,1,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
615270057221103,9,1.0,1,4,2,401,4011,1,1,36,0,0,3.0,2.0,,0,1,50,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,6.0,32.0,,,6.0,,,4.0,3.0,0.0,1,2.0,,1.0,1200.0,480.0,1.0,,2.0,,,14420.5498,3558.1308,0,0,0.0,0.0,0,0,29327,1,,,2.0,,,,3540.0301,7860.0,4220.0,-1,,,,,,,326925.0,2015,668,665,0,0,0,0,0,13.0,14.0,40.0,2015,1.0,1,8,2,401,4011,1,36,0,0,3.0,2.0,,0,1,51,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,519.23,1.0,,2.0,,,12528.518,3131.7952,0,0,0.0,,0,0,2352,1,,,2.0,,,,3076.1339,7860.0,4220.0,-1,,,,,,,325460.0,2016,680,665,0,0,0,0,0,13.0,14.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
