HHID,PN,SSUBHH,RSUBHH,SPN_SP,SCSR,SFAMR,SFINR,SJ2JOBNDX,SJ2Z140,SJ2Z142,SJ2Z143,SJ2Z510M,SJ2Z504,SJ2Z139,SJ2Z505,SJ2Z507,SJ2Z200,SJ2Z503,SJ2W401,SJ2W403,SJ2W404M1,SJ2W404M2,SJ2W404M3,SJ2W404M4,SJ2W407,SJ2W408,SJ2W460,SJ2W410,SJ2W411,SJ2W412M,SJ2W405,SJ2W799,SJ2Z508,SJ2W790,SJ2W452,SJ2W419,SJ2W420M1,SJ2W420M2,SJ2W420M3,SJ2W420M4,SJ2W458,SJ2W434,SJ2W435,SJ2W436,SJ2W437,SJ2W439,SJ2W440,SJ2W441,SJ2W443,SJ2W444,SJ2W445,SJ2W446,SJ2W447,SJ2W448,SJ2W449,SJ2W451,SJ2W422,SJ2W424,SJ2352,SJ2850,SJ2338,SJ2945,SJ2W429M1,SJ2W429M2,SJ2W429M3,SJ2W429M4,SJ2W429M5,SJ2W425,SJ2W009,SJ2W455,SJ2W010,SJ2W011,SJ2W012,SJ2W002,SJ2W003,SJ2W004,SJ2W005,SJ2801,SJ2W431,SJ2W432,SJ2W433,SJ2881,SJ2404,SJ2405,SJ2809,SJ2810,SJ2811,SJ2406,SJ2407,SJ2408,SJ2409,SJ2878,SJ2396,SJ2397,SJ2806,SJ2807,SJ2808,SJ2398,SJ2399,SJ2400,SJ2401,SJ2938,SJ2812,SJ2813,SJ2814,SJ2815,SJ2417,SJ2939,SJ2660,SJ2661,SJ2662,SJ2664,SJ2816,SJ2817,SJ2818,SJ2819,SJ2988,SJ2W426,SJ2W013,SJ2W108,SJ2W014,SJ2W086,SJ2W015,SJ2W016,SJ2W028,SJ2W049,SJ2W051,SJ2W052,SJ2W053,SJ2W054,SJ2W065,SJ2W427M1,SJ2W427M2,SJ2W427M3,SJ2W427M4,SJ2W063,SJ2W453M1,SJ2W453M2,SJ2W453M3,SJ2W453M4,SJ2W453M5,SJ2W453M6,SJ2W099,SJ2W018,SJ2W100,SJ2W019,SJ2W428,SJ2353,SJ2903,SJ2354,SJ2W457,SJ2926,SJ2927,SJ2928,SJ2929,SJ2931M1,SJ2931M2,SJ2931M3,SJ2363,SJ2364,SJ2365,SJ2366,SJ2932,SJ2933,SJ2934,SJ2935,SJ2947,SJ2356,SJ2789,SJ2790,SJ2791,SJ2357,SJ2358,SJ2359,SJ2360,SJ2W089,SJ2W091,SJ2W092,SJ2W093,SJ2W094,SJ2W459,SWEBNONRSP,SJ2MODE,SVDATE,SVERSION
500001,020,7,7,010,1,1,1,10,8,,,,,1,101,97,2018,,,6,,,,,97,,,,,,98,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
500002,020,0,0,010,1,1,5,3,1,,,,304,2,104,2,2012,2,,5,8,,,,2,304,,,,,4,2,4,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,65,,395,4,5,1,,,,3,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500002,020,0,0,010,1,1,5,1,2,1972,2019,3,302,1,101,1,2010,2,,5,7,,,,1,302,,1972,2019,3,1,1,1,2,5,1,,,,,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,340000,1,65,,1495,4,5,1,,,,1,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500006,010,0,0,,1,1,1,10,2,,,,,1,101,6,2014,,,1,,,,,6,,,,,,97,1,97,,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,73,,,,1,1,1,1,2,1,,20000,,,,400000,,,,,,,,,,,,,,,,,,5,,1,1,1
500008,010,0,0,020,1,5,1,10,,2016,,,,,,,,,5,,,,,,,302,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
500008,010,0,0,020,1,5,1,2,1,2016,,3,302,1,101,1,2018,1,,1,,,,,1,302,,2016,,3,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,1,99999999,,0,99999996,99,,,,,,1,5,,1,9,999,0,99999996,99,,,,,1,9,999,0,99999996,99,,,,,,999,0,99999996,99,1,3,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,2,1
500008,020,0,0,010,5,1,5,10,,2019,,,,,,,,,5,,,,,,,302,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
500008,020,0,0,010,5,1,5,2,2,2019,,3,302,1,101,1,2018,1,,1,,,,,1,302,,2019,,3,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,1,99999999,,0,99999996,99,,,,,,1,5,,5,,,,,,,,,,1,8,998,0,99999996,99,,,,,,998,0,99999996,98,5,,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,2,1
500013,010,0,0,020,5,1,5,1,2,1980,2001,8,301,1,102,99,2004,2,,1,,,,,99,301,,1980,2001,8,1,1,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,98,,,,,,,,,1,99999998,,0,99999996,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,99999996,98,8,,,,,,,,,,5,1,,,65,,99999999,,,3,9998,98,98,1,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
500013,020,0,0,010,1,5,1,2,8,2003,2023,8,302,1,101,6,2010,1,,2,,,,,4,302,302,2003,2023,8,1,1,1,1,5,1,2,,,,,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,,,20,,,,,,,,,2,99999998,,100001,249999,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,1,1,5,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,72,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,9999999998,24000,24000,,4,,,,1,5,,2,6,1
500016,010,0,0,,1,1,1,9,2,2016,2018,9,309,4,106,99,2018,2,,5,1,,,,99,309,,2016,2018,9,1,4,1,2,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5000,4,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
500016,010,0,0,,1,1,1,9,9,2016,2018,9,309,3,105,3,2018,2,,5,98,,,,3,309,,2016,2018,9,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
500016,010,0,0,,1,1,1,8,3,,,,308,2,104,2,2010,2,,8,98,,,,2,308,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
500016,010,0,0,,1,1,1,8,3,,,,308,1,102,3,2006,2,,8,98,,,,3,308,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
500018,020,0,0,010,3,1,1,10,,2015,,,,,,,,,5,,,,,,,306,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
500018,020,0,0,010,3,1,1,6,2,2015,,8,306,1,104,2,2018,1,,1,,,,,2,306,,2015,,8,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,6,,,1,3,,,,,1,25000,,,,,,,,,,5,,,1,1,15,,,,,,,,1,4,,,,,3500,,,,,65,,,,5,,,,,1,998,0,19,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,5,1,1,3,,,,,,,,,,,2,,,,,350,,,,3,9998,98,98,3,5,,1,6,1
500019,010,0,0,020,1,5,1,5,2,,,,305,2,104,1,2014,2,,1,,,,,1,305,,,,,3,2,3,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,90048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,73,,,,1,1,1,5,1,,,90048,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
500019,010,0,0,020,1,5,1,2,2,1995,2007,9,302,1,101,1,2008,2,,1,,,,,1,302,,1995,2007,9,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,969794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,5,2,,,,,,,900000,,,,,,,,,,,,,,,,,,5,,2,1,1
500019,020,0,0,010,5,1,5,10,,2007,,,,,,,,,5,,,,,,,303,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
500019,020,0,0,010,5,1,5,2,2,2007,,9,303,2,102,6,2014,1,,1,,,,,6,303,,2007,,9,2,2,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,1,171008,,,,,,,,,,1,5,,1,3,,,,,1500,,,,5,,,,,,,,,,5,96,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,24000,24000,,4,,,,1,5,,2,2,1
500019,020,0,0,010,5,1,5,2,1,2007,,9,303,1,101,3,2010,1,,1,,,,,3,303,,2007,,9,2,1,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,1,99999998,,250001,99999996,,,,,,,5,,,1,3,,,,,1452,,,,1,8,998,0,99999996,98,,,,,,0,,,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,1,1,3,,,,,,,,,,,8,,,,,9999999998,36001,99999996,,1,,,,3,5,,2,2,1
500021,010,0,0,,1,1,1,10,,2015,,,,,,,,,5,,,,,,,304,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,1
500021,010,0,0,,1,1,1,3,,2015,,7,304,1,101,,2018,1,,2,,,,,,304,304,2015,,7,2,1,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,7,,,5,,,,,,1,99999998,,10001,49999,,,,,,,5,,,1,1,,6,6,,,,,,1,1,998,0,99999996,0,,,,,,996,,,,3,,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,73,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,600,,,,1,,,,,5,1,4,6,1
500025,010,0,0,011,1,1,1,1,1,1994,2020,4,301,1,101,2,2010,2,,1,,,,,2,301,,1994,2020,4,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,26,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,70,,2988,-8,1,1,,,,2,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500029,020,0,0,010,5,5,1,1,1,1991,2019,3,302,2,102,3,2010,1,,5,4,,,,3,302,,1991,2019,3,1,2,1,1,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2019,220000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,6,1
500029,020,0,0,010,5,5,1,1,2,1991,2019,3,302,1,101,1,2010,1,,5,4,,,,1,302,,1991,2019,3,1,1,1,1,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2019,650000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,6,1
500032,010,0,0,020,5,5,1,10,,2021,,3,,,,,,,1,,,,,,1,911,,2021,,3,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,8000,,,,,,,,,,1,5,,1,1,20,,,,,,,,1,1,4,,,,,,,,,100,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,68,,,,1,1,1,1,1,,,20000,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
500032,010,0,0,020,5,5,1,1,2,1996,2020,8,301,1,101,1,2010,2,,5,4,,,,1,301,,1996,2020,8,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2020,50000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,1
500035,010,0,0,020,1,5,5,1,1,1977,2010,7,301,1,101,4,2010,2,,1,,,,,4,301,,1977,2010,7,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,32,,,,,,,,,1,99999999,,100001,249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,2,5,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,500,,,,1,,,,1,5,,2,6,1
500035,020,0,0,010,5,1,1,1,9,1975,2007,7,301,1,102,2,2012,2,,5,4,,,,2,301,,1975,2007,7,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2007,450000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
500036,010,1,1,011,1,1,1,10,,2002,,,,,,,,,5,,,,,,,302,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
500036,010,1,1,011,1,1,1,1,2,2002,,5,302,1,101,1,2010,1,,1,,,,,1,302,,2002,,5,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,1,20000,,,,,,,,,,1,5,,1,1,5,,,,,,,,1,1,5,,,,,,,,,100,,,,1,1,5,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,1,1,,,15000,,,,,,,,,,,,,,,,,,,,,,5,,2,3,1
500044,010,0,0,020,5,5,1,10,,2011,,,,,,,,,5,,,,,,,301,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
500044,010,0,0,020,5,5,1,3,2,1983,,9,303,3,104,1,2018,2,,1,,,,,1,303,,1983,,9,1,3,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,39,,,,,,,,,1,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,1,1,1,,1,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,73,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,15000,,,,1,,,,1,5,,2,6,1
500044,010,0,0,020,5,5,1,3,1,1983,,9,303,2,103,97,2018,2,,5,1,,,,97,303,,1983,,9,1,2,1,2,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,300000,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
500044,010,0,0,020,5,5,1,1,,2011,,,301,1,102,1,2012,1,,1,,,,,1,301,,2011,,,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,11,,,5,,,,,,1,99999998,,250001,99999996,,,,,,,1,5,,1,8,998,0,99999996,98,,,,,5,,,,,,,,,,5,998,0,19,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,0,99999996,98,1,,,,1,5,,2,6,1
500044,020,0,0,010,1,1,5,10,,2021,,9,,,,,,,1,,,,,,1,911,,2021,,9,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,26000,,,,,,,,,,1,5,,1,4,,,,,26000,,,,1,1,6,,,,,,,,,998,0,99999996,98,8,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
500044,020,0,0,010,1,1,5,1,2,1988,,9,301,1,101,1,2010,1,,1,,,,,1,301,,1988,,9,1,1,1,1,5,1,2,,,,,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,2,119000,,,,,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,1,1
500050,010,0,0,020,1,1,5,1,2,1988,2019,9,302,1,101,3,2010,2,,5,4,,,,3,302,,1988,2019,9,2,1,2,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2019,-8,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500050,020,0,0,010,5,5,1,1,2,1985,,9,301,2,102,3,2010,1,,1,,,,,3,301,,1985,,9,2,2,2,1,5,1,1,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,64,,1130,4,1,1,,,,1,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500050,020,0,0,010,5,5,1,1,3,1985,,9,301,1,101,15,2010,1,,1,,,,,15,301,,1985,,9,2,1,2,1,5,1,1,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,64,,1850,4,1,1,,,,1,-8,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
500051,010,0,0,020,5,5,1,2,2,2008,,9,302,1,102,1,2008,1,,1,,,,,1,302,,2008,,9,97,1,97,1,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,5,1
500051,020,0,0,010,1,1,5,1,1,1978,,9,301,1,101,3,2010,1,,6,,,,,3,301,,1978,,9,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1
500059,010,0,0,,1,1,1,1,,1995,2017,2,301,1,102,6,2012,2,,5,1,,,,6,301,,1995,2017,2,2,1,2,2,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,725,3,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,1
500070,020,0,0,010,5,5,1,1,2,1978,2015,2,302,1,101,1,2010,2,,5,4,,,,1,302,,1978,2015,2,1,1,1,2,5,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2016,320000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,6,1
500078,010,0,0,020,5,1,5,10,,,,,,,,,,2,1,,,,,,97,911,,2019,,8,2,2,,,1,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,9,3,1,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,62,,781,4,1,1,,,,3,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1
500078,010,0,0,020,5,1,5,3,1,2005,2013,8,303,1,101,4,2010,2,,1,,,,,4,303,,2005,2013,8,2,1,2,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,62,,781,4,1,1,,,,3,1,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1
500078,020,0,0,010,1,5,1,2,2,,,,303,1,101,2,2008,2,,5,1,,,,2,303,,,,,1,1,1,2,5,1,,,,,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,165000,5,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,1
500079,010,0,0,,1,1,1,1,,1987,,7,301,1,101,1,2012,2,,1,,,,,1,301,,1987,,7,1,1,1,2,5,1,,,,,,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,35,,,,,,,,,1,665980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,2,5,,,1,100,,,,8,5,,,,,,,,,,,,,,4,,,,76000,2,7,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,6,1
500087,010,0,0,,1,1,1,10,,1999,,,,,,,,,5,,,,,,,302,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
500087,010,0,0,,1,1,1,2,2,1999,,4,302,1,101,1,2018,1,,1,,,,,1,302,,1999,,4,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,,,5,,,,,,1,5000,,,,,,,,,,8,,,5,,,,,,,,,,5,,,,,,,,,,1,60,,,,1,1,5,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,75,,,,1,1,1,1,1,,,5000,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
